TRIPID,HOUSEID,PERSONID,TDTRPNUM,STRTTIME,TRPMILES,TRPTRANS,LOOP_TRIP,TRIPPURP,TRAVDAY,HOMEOWN,HHSIZE,HHFAMINC,HHSTATE,WRKCOUNT,LIF_CYC,URBAN,URBANSIZE,CENSUS_D,HH_RACE,EDUC,WORKER,WHYTRP90,R_AGE_IMP,R_SEX_IMP,OBHUR,DBHUR,OBPPOPDN,DBPPOPDN,TRAVELMODE
1965,409,1,5,1420,0.449,3,2,HBSHOP,6,1,1,1,NC,0,9,2,6,5,2,3,2,3,71,2,R,R,1500,1500,PASSENGER
1966,410,2,1,620,1.053,1,2,HBW,4,2,2,3,NY,1,2,2,6,2,1,3,1,1,35,1,-9,-9,-9,-9,WALK
1967,410,2,2,1530,1.125,3,2,HBW,4,2,2,3,NY,1,2,2,6,2,1,3,1,1,35,1,-9,-9,-9,-9,PASSENGER
1968,411,1,1,839,1.668,3,2,HBSHOP,3,2,2,2,MO,1,7,1,1,4,2,2,2,10,44,2,T,T,7000,750,PASSENGER
1969,411,1,2,855,1.668,3,2,HBSHOP,3,2,2,2,MO,1,7,1,1,4,2,2,2,10,44,2,T,T,750,7000,PASSENGER
1970,411,1,3,1400,0.254,1,2,HBSHOP,3,2,2,2,MO,1,7,1,1,4,2,2,2,3,44,2,T,T,7000,7000,WALK
1971,411,1,4,1412,0.254,1,2,HBSHOP,3,2,2,2,MO,1,7,1,1,4,2,2,2,3,44,2,T,T,7000,7000,WALK
1972,411,2,1,830,1.843,1,2,HBW,3,2,2,2,MO,1,7,1,1,4,2,1,1,1,16,1,T,T,7000,750,WALK
1973,411,2,2,1700,0.203,1,2,NHB,3,2,2,2,MO,1,7,1,1,4,2,1,1,10,16,1,T,T,750,750,WALK
1974,411,2,3,1900,1.668,1,2,HBSHOP,3,2,2,2,MO,1,7,1,1,4,2,1,1,1,16,1,T,T,750,7000,WALK
1975,412,1,1,1054,1.632,12,2,HBSHOP,5,2,1,3,CA,0,9,1,4,9,1,3,2,3,79,1,U,U,3000,7000,RAIL
1976,412,1,2,1130,1.698,12,2,NHB,5,2,1,3,CA,0,9,1,4,9,1,3,2,3,79,1,U,U,7000,7000,RAIL
1977,412,1,3,1400,1.316,12,2,HBSHOP,5,2,1,3,CA,0,9,1,4,9,1,3,2,3,79,1,U,U,7000,3000,RAIL
1978,413,1,1,815,3.171,1,2,HBSOCREC,6,2,2,2,TX,0,2,1,4,7,2,1,2,10,51,2,C,S,7000,7000,WALK
1979,413,1,2,1200,3.172,1,2,HBSOCREC,6,2,2,2,TX,0,2,1,4,7,2,1,2,10,51,2,S,C,7000,7000,WALK
1980,413,1,3,1350,0.169,1,2,HBSHOP,6,2,2,2,TX,0,2,1,4,7,2,1,2,3,51,2,C,C,7000,7000,WALK
1981,413,1,4,1430,0.169,1,2,HBSHOP,6,2,2,2,TX,0,2,1,4,7,2,1,2,3,51,2,C,C,7000,7000,WALK
1982,413,1,5,1730,0.629,1,2,HBSHOP,6,2,2,2,TX,0,2,1,4,7,2,1,2,3,51,2,C,C,7000,7000,WALK
1983,413,1,6,1820,0.629,1,2,HBSHOP,6,2,2,2,TX,0,2,1,4,7,2,1,2,3,51,2,C,C,7000,7000,WALK
1984,413,1,7,1900,0.299,1,2,HBO,6,2,2,2,TX,0,2,1,4,7,2,1,2,4,51,2,C,C,7000,7000,WALK
1985,413,1,8,2020,0.132,1,2,NHB,6,2,2,2,TX,0,2,1,4,7,2,1,2,3,51,2,C,C,7000,7000,WALK
1986,413,1,9,2045,0.399,1,2,HBSHOP,6,2,2,2,TX,0,2,1,4,7,2,1,2,4,51,2,C,C,7000,7000,WALK
1987,413,2,1,1100,3.096,16,2,HBO,6,2,2,2,TX,0,2,1,4,7,2,1,2,6,30,1,C,S,7000,7000,BUS
1988,413,2,2,1400,2.569,12,2,HBO,6,2,2,2,TX,0,2,1,4,7,2,1,2,6,30,1,S,C,7000,7000,RAIL
1989,414,1,1,1904,0.465,1,2,HBSHOP,5,2,1,3,NY,0,9,2,6,2,1,3,2,3,77,2,T,T,7000,1500,WALK
1990,414,1,2,1948,0.465,1,2,HBSHOP,5,2,1,3,NY,0,9,2,6,2,1,3,2,3,77,2,T,T,1500,7000,WALK
1991,415,1,1,615,39.792,97,2,HBO,7,-8,1,1,TX,0,1,1,4,7,2,2,2,5,24,1,S,R,1500,300,OTHER
1992,415,1,2,1747,39.407,97,2,HBO,7,-8,1,1,TX,0,1,1,4,7,2,2,2,5,24,1,R,S,300,1500,OTHER
1993,416,1,1,925,2.638,11,2,HBSHOP,5,2,1,1,WI,0,1,1,2,3,4,4,2,3,23,1,C,C,7000,7000,RAIL
1994,416,1,2,1113,2.697,11,2,HBSHOP,5,2,1,1,WI,0,1,1,2,3,4,4,2,3,23,1,C,C,7000,7000,RAIL
1995,417,1,1,1103,1.156,11,2,HBSHOP,6,2,1,4,TX,0,9,1,4,7,2,3,2,3,65,2,U,U,7000,7000,RAIL
1996,417,1,2,1140,0.192,1,2,NHB,6,2,1,4,TX,0,9,1,4,7,2,3,2,4,65,2,U,U,7000,3000,WALK
1997,417,1,3,1220,2.222,11,2,NHB,6,2,1,4,TX,0,9,1,4,7,2,3,2,4,65,2,U,U,3000,3000,RAIL
1998,417,1,4,1250,2.14,11,2,NHB,6,2,1,4,TX,0,9,1,4,7,2,3,2,3,65,2,U,U,3000,3000,RAIL
1999,417,1,5,1340,1.3,11,2,HBSHOP,6,2,1,4,TX,0,9,1,4,7,2,3,2,4,65,2,U,U,3000,7000,RAIL
2000,417,1,6,1620,0.111,1,1,HBO,6,2,1,4,TX,0,9,1,4,7,2,3,2,10,65,2,U,U,7000,7000,WALK
2001,418,1,1,1010,0.674,12,2,HBO,3,1,2,11,NY,0,10,1,5,2,1,5,2,4,69,2,U,U,30000,17000,RAIL
2002,418,1,2,1730,0.972,11,2,HBO,3,1,2,11,NY,0,10,1,5,2,1,5,2,4,69,2,U,U,17000,30000,RAIL
2003,418,2,1,1230,2.643,17,2,HBO,3,1,2,11,NY,0,10,1,5,2,1,3,2,6,68,1,U,U,30000,30000,TAXI
2004,418,2,2,1415,0.297,1,2,NHB,3,1,2,11,NY,0,10,1,5,2,1,3,2,3,68,1,U,U,30000,30000,WALK
2005,418,2,3,1500,2.278,11,2,HBSHOP,3,1,2,11,NY,0,10,1,5,2,1,3,2,6,68,1,U,U,30000,30000,RAIL
2006,418,2,4,1900,0.32,1,2,HBSHOP,3,1,2,11,NY,0,10,1,5,2,1,3,2,3,68,1,U,U,30000,30000,WALK
2007,418,2,5,1940,0.16,1,2,NHB,3,1,2,11,NY,0,10,1,5,2,1,3,2,3,68,1,U,U,30000,30000,WALK
2008,418,2,6,2015,0.194,1,2,HBSHOP,3,1,2,11,NY,0,10,1,5,2,1,3,2,3,68,1,U,U,30000,30000,WALK
2009,419,1,1,830,2.194,4,2,HBSHOP,1,2,1,2,NY,0,1,2,6,2,4,2,2,10,57,1,T,T,3000,1500,PASSENGER
2010,419,1,2,845,0.051,4,2,NHB,1,2,1,2,NY,0,1,2,6,2,4,2,2,3,57,1,T,T,1500,1500,PASSENGER
2011,419,1,3,905,2.226,4,2,HBSHOP,1,2,1,2,NY,0,1,2,6,2,4,2,2,3,57,1,T,T,1500,3000,PASSENGER
2012,420,1,1,630,4.694,4,2,HBO,1,2,2,3,GA,1,7,1,2,5,2,2,1,4,56,2,S,S,3000,3000,PASSENGER
2013,420,1,2,646,9.44,4,2,NHB,1,2,2,3,GA,1,7,1,2,5,2,2,1,1,56,2,S,C,3000,7000,PASSENGER
2014,420,1,3,1450,9.679,4,2,NHB,1,2,2,3,GA,1,7,1,2,5,2,2,1,4,56,2,C,S,7000,3000,PASSENGER
2015,420,1,4,1540,4.47,4,2,NHB,1,2,2,3,GA,1,7,1,2,5,2,2,1,6,56,2,S,C,3000,7000,DRIVE
2016,420,1,5,1730,0.697,4,2,NHB,1,2,2,3,GA,1,7,1,2,5,2,2,1,10,56,2,C,C,7000,7000,PASSENGER
2017,420,1,6,1750,1.8,4,2,HBSHOP,1,2,2,3,GA,1,7,1,2,5,2,2,1,1,56,2,C,S,7000,3000,PASSENGER
2018,420,2,1,1100,4.749,4,2,HBO,1,2,2,3,GA,1,7,1,2,5,2,1,2,11,16,2,S,S,3000,3000,PASSENGER
2019,420,2,2,1415,5.415,4,2,HBO,1,2,2,3,GA,1,7,1,2,5,2,1,2,4,16,2,S,C,3000,7000,PASSENGER
2020,420,2,3,1505,1.733,4,2,NHB,1,2,2,3,GA,1,7,1,2,5,2,1,2,4,16,2,C,S,7000,1500,PASSENGER
2021,420,2,4,1525,7.434,4,2,HBO,1,2,2,3,GA,1,7,1,2,5,2,1,2,4,16,2,S,S,1500,3000,PASSENGER
2022,421,1,1,620,0.849,2,2,HBW,3,2,1,6,CA,1,1,1,5,9,1,4,1,1,56,1,U,U,17000,50,CYCLE
2023,421,1,2,1510,0.882,1,2,NHB,3,2,1,6,CA,1,1,1,5,9,1,4,1,3,56,1,U,U,50,17000,WALK
2024,421,1,3,1530,0.882,1,2,NHB,3,2,1,6,CA,1,1,1,5,9,1,4,1,3,56,1,U,U,17000,50,WALK
2025,421,1,4,1730,0.849,2,2,HBW,3,2,1,6,CA,1,1,1,5,9,1,4,1,1,56,1,U,U,50,17000,CYCLE
2026,422,1,1,700,2.916,3,2,HBO,4,2,2,1,SC,2,2,1,2,5,1,2,1,4,46,2,T,T,750,750,PASSENGER
2027,422,1,2,1430,2.897,3,2,HBO,4,2,2,1,SC,2,2,1,2,5,1,2,1,4,46,2,T,T,750,750,PASSENGER
2028,422,1,3,1800,0.222,1,1,HBO,4,2,2,1,SC,2,2,1,2,5,1,2,1,10,46,2,T,T,750,750,WALK
2029,422,2,1,545,0.898,2,2,HBW,4,2,2,1,SC,2,2,1,2,5,1,2,1,1,50,1,T,T,750,300,CYCLE
2030,422,2,2,1430,0.898,2,2,HBW,4,2,2,1,SC,2,2,1,2,5,1,2,1,1,50,1,T,T,300,750,CYCLE
2031,422,2,3,1500,5.004,2,2,HBSHOP,4,2,2,1,SC,2,2,1,2,5,1,2,1,3,50,1,T,T,750,750,CYCLE
2032,422,2,4,1545,5.004,2,2,HBSHOP,4,2,2,1,SC,2,2,1,2,5,1,2,1,3,50,1,T,T,750,750,CYCLE
2033,422,2,5,1800,0.222,1,1,HBO,4,2,2,1,SC,2,2,1,2,5,1,2,1,10,50,1,T,T,750,750,WALK
2034,423,1,1,830,0.251,1,2,HBSHOP,3,2,1,2,WI,0,1,1,1,3,1,2,2,10,49,1,C,C,7000,1500,WALK
2035,423,1,2,1000,0.278,1,2,NHB,3,2,1,2,WI,0,1,1,1,3,1,2,2,4,49,1,C,C,1500,1500,WALK
2036,423,1,3,1030,7.842,11,2,NHB,3,2,1,2,WI,0,1,1,1,3,1,2,2,6,49,1,C,T,1500,300,RAIL
2037,423,1,4,1200,6.555,11,2,NHB,3,2,1,2,WI,0,1,1,1,3,1,2,2,10,49,1,T,C,300,1500,RAIL
2038,423,1,5,1330,0.1,1,2,NHB,3,2,1,2,WI,0,1,1,1,3,1,2,2,3,49,1,C,C,1500,1500,WALK
2039,423,1,6,1415,0.204,1,2,NHB,3,2,1,2,WI,0,1,1,1,3,1,2,2,3,49,1,C,C,1500,1500,WALK
2040,423,1,7,1500,0.349,1,2,HBSHOP,3,2,1,2,WI,0,1,1,1,3,1,2,2,10,49,1,C,C,1500,7000,WALK
2041,424,1,1,900,2.427,13,2,HBSOCREC,4,2,1,6,CA,0,9,1,1,9,1,3,2,10,92,1,C,C,7000,7000,OTHER
2042,424,1,2,1030,2.837,13,2,HBSOCREC,4,2,1,6,CA,0,9,1,1,9,1,3,2,10,92,1,C,C,7000,7000,OTHER
2043,424,1,3,1300,1.897,13,2,HBSHOP,4,2,1,6,CA,0,9,1,1,9,1,3,2,3,92,1,C,S,7000,3000,OTHER
2044,424,1,4,1430,2.137,13,2,HBSHOP,4,2,1,6,CA,0,9,1,1,9,1,3,2,3,92,1,S,C,3000,7000,OTHER
2045,425,1,1,900,1.7,1,1,HBO,4,2,1,6,CA,0,9,1,2,9,1,3,2,10,88,1,T,T,750,750,WALK
2046,425,1,2,1200,0.44,1,2,HBO,4,2,1,6,CA,0,9,1,2,9,1,3,2,4,88,1,T,T,750,750,WALK
2047,425,1,3,1300,0.44,1,2,HBO,4,2,1,6,CA,0,9,1,2,9,1,3,2,4,88,1,T,T,750,750,WALK
2048,426,1,1,600,0.182,1,2,HBSHOP,2,2,1,2,WI,0,1,1,4,3,2,3,2,10,56,1,U,U,17000,17000,WALK
2049,426,1,2,624,0.182,1,2,HBSHOP,2,2,1,2,WI,0,1,1,4,3,2,3,2,10,56,1,U,U,17000,17000,WALK
2050,426,1,3,1430,0.533,5,2,HBSHOP,2,2,1,2,WI,0,1,1,4,3,2,3,2,3,56,1,U,U,17000,17000,DRIVE
2051,426,1,4,1515,0.552,5,2,HBSHOP,2,2,1,2,WI,0,1,1,4,3,2,3,2,3,56,1,U,U,17000,17000,DRIVE
2052,427,1,1,1130,0.444,1,1,HBO,1,2,1,5,TX,0,9,1,2,7,1,5,2,10,92,2,C,C,7000,7000,WALK
2053,427,1,2,1800,0.444,1,1,HBO,1,2,1,5,TX,0,9,1,2,7,1,5,2,10,92,2,C,C,7000,7000,WALK
2054,428,1,1,830,8.862,17,2,HBO,5,2,1,2,WA,0,9,1,4,9,1,3,2,6,73,2,C,C,17000,7000,TAXI
2055,428,1,2,930,1.275,17,2,NHB,5,2,1,2,WA,0,9,1,4,9,1,3,2,3,73,2,C,S,7000,1500,TAXI
2056,428,1,3,950,0.728,17,2,NHB,5,2,1,2,WA,0,9,1,4,9,1,3,2,3,73,2,S,R,1500,300,TAXI
2057,428,1,4,1120,8.025,17,2,HBSHOP,5,2,1,2,WA,0,9,1,4,9,1,3,2,3,73,2,R,C,300,17000,TAXI
2058,429,1,1,815,0.149,1,2,HBO,6,2,1,3,NY,0,9,2,6,2,1,1,2,4,82,1,R,R,1500,1500,WALK
2059,429,1,2,823,0.287,1,2,NHB,6,2,1,3,NY,0,9,2,6,2,1,1,2,3,82,1,R,R,1500,1500,WALK
2060,429,1,3,845,0.424,1,2,HBSHOP,6,2,1,3,NY,0,9,2,6,2,1,1,2,3,82,1,R,R,1500,1500,WALK
2061,429,1,4,930,8.236,3,2,HBSHOP,6,2,1,3,NY,0,9,2,6,2,1,1,2,3,82,1,R,R,1500,50,PASSENGER
2062,429,1,5,1015,8.337,3,2,HBSHOP,6,2,1,3,NY,0,9,2,6,2,1,1,2,3,82,1,R,R,50,1500,PASSENGER
2063,430,1,1,1100,5.886,3,2,NHB,1,2,1,-7,NY,1,1,1,5,2,1,4,1,10,30,2,R,R,300,50,PASSENGER
2064,430,1,2,1245,11.628,3,2,NHB,1,2,1,-7,NY,1,1,1,5,2,1,4,1,3,30,2,R,R,50,50,PASSENGER
2065,430,1,3,1345,2.807,3,2,NHB,1,2,1,-7,NY,1,1,1,5,2,1,4,1,3,30,2,R,R,50,300,PASSENGER
2066,430,1,4,1415,98.448,3,2,HBSHOP,1,2,1,-7,NY,1,1,1,5,2,1,4,1,3,30,2,R,U,300,30000,PASSENGER
2067,430,1,5,1915,0.306,1,2,HBSHOP,1,2,1,-7,NY,1,1,1,5,2,1,4,1,3,30,2,U,U,30000,30000,WALK
2068,430,1,6,2000,0.306,1,2,HBSHOP,1,2,1,-7,NY,1,1,1,5,2,1,4,1,3,30,2,U,U,30000,30000,WALK
2069,430,1,7,2100,0.404,1,2,HBSHOP,1,2,1,-7,NY,1,1,1,5,2,1,4,1,3,30,2,U,U,30000,30000,WALK
2070,430,1,8,2215,0.404,1,2,HBSHOP,1,2,1,-7,NY,1,1,1,5,2,1,4,1,3,30,2,U,U,30000,30000,WALK
2071,431,1,1,1015,0.163,1,2,HBSHOP,1,2,1,6,NY,1,1,1,5,2,1,3,1,3,46,1,U,U,30000,30000,WALK
2072,431,1,2,1031,0.163,1,2,HBSHOP,1,2,1,6,NY,1,1,1,5,2,1,3,1,3,46,1,U,U,30000,30000,WALK
2073,431,1,3,1205,0.581,2,2,HBSOCREC,1,2,1,6,NY,1,1,1,5,2,1,3,1,10,46,1,U,U,30000,30000,CYCLE
2074,431,1,4,1323,0.581,2,2,HBSOCREC,1,2,1,6,NY,1,1,1,5,2,1,3,1,10,46,1,U,U,30000,30000,CYCLE
2075,431,1,5,1518,3.595,16,2,HBSHOP,1,2,1,6,NY,1,1,1,5,2,1,3,1,4,46,1,U,U,30000,30000,BUS
2076,431,1,6,1647,3.32,16,2,HBSHOP,1,2,1,6,NY,1,1,1,5,2,1,3,1,4,46,1,U,U,30000,30000,BUS
2077,432,1,1,715,0.299,1,2,HBW,5,2,2,1,SC,1,2,1,2,5,1,1,1,1,54,2,T,T,750,750,WALK
2078,432,1,2,1130,0.299,1,2,HBW,5,2,2,1,SC,1,2,1,2,5,1,1,1,1,54,2,T,T,750,750,WALK
2079,432,1,3,1210,0.299,1,2,HBW,5,2,2,1,SC,1,2,1,2,5,1,1,1,1,54,2,T,T,750,750,WALK
2080,432,1,4,1630,0.299,1,2,HBW,5,2,2,1,SC,1,2,1,2,5,1,1,1,1,54,2,T,T,750,750,WALK
2081,432,1,5,1800,0.25,1,1,HBO,5,2,2,1,SC,1,2,1,2,5,1,1,1,10,54,2,T,T,750,750,WALK
2082,432,2,1,1620,0.299,1,2,HBO,5,2,2,1,SC,1,2,1,2,5,1,2,2,4,56,1,T,T,750,750,WALK
2083,432,2,2,1631,0.298,1,2,HBO,5,2,2,1,SC,1,2,1,2,5,1,2,2,4,56,1,T,T,750,750,WALK
2084,432,2,3,1800,0.25,1,1,HBO,5,2,2,1,SC,1,2,1,2,5,1,2,2,10,56,1,T,T,750,750,WALK
2085,433,1,1,830,0.336,1,2,HBSHOP,7,2,2,1,SC,0,10,1,3,5,2,2,2,3,74,2,S,S,7000,7000,WALK
2086,433,1,2,845,0.336,1,2,HBSHOP,7,2,2,1,SC,0,10,1,3,5,2,2,2,3,74,2,S,S,7000,7000,WALK
2087,433,2,1,1730,0.358,3,2,HBSOCREC,7,2,2,1,SC,0,10,1,3,5,2,1,2,8,76,1,S,S,7000,7000,PASSENGER
2088,433,2,2,2120,0.409,3,2,HBSOCREC,7,2,2,1,SC,0,10,1,3,5,2,1,2,8,76,1,S,S,7000,7000,PASSENGER
2089,434,1,1,1025,3.361,11,2,HBSHOP,4,2,2,6,NY,0,10,1,5,2,2,4,2,3,75,2,U,U,30000,30000,RAIL
2090,434,1,2,1205,3.262,11,2,HBSHOP,4,2,2,6,NY,0,10,1,5,2,2,4,2,3,75,2,U,U,30000,30000,RAIL
2091,435,1,1,900,0.799,1,2,HBSHOP,6,2,1,5,TX,0,1,2,6,7,2,3,2,3,40,1,T,T,300,3000,WALK
2092,435,1,2,930,0.799,1,2,HBSHOP,6,2,1,5,TX,0,1,2,6,7,2,3,2,3,40,1,T,T,3000,300,WALK
2093,436,1,1,1430,4.34,16,2,HBSOCREC,4,2,1,3,NY,0,9,1,5,2,97,1,2,8,69,2,U,U,17000,30000,BUS
2094,436,1,2,1915,4.33,16,2,HBSOCREC,4,2,1,3,NY,0,9,1,5,2,97,1,2,8,69,2,U,U,30000,17000,BUS
2095,437,1,1,1000,21.951,3,2,HBO,5,1,1,1,SC,0,1,4,6,5,1,3,2,6,53,2,R,T,300,750,PASSENGER
2096,437,1,2,1334,21.938,3,2,HBO,5,1,1,1,SC,0,1,4,6,5,1,3,2,6,53,2,T,R,750,300,PASSENGER
2097,438,1,1,1200,9.504,5,2,HBSHOP,4,2,1,3,TX,0,1,1,4,7,1,4,2,3,70,2,S,S,3000,7000,PASSENGER
2098,438,1,2,1400,9.7,5,2,HBSHOP,4,2,1,3,TX,0,1,1,4,7,1,4,2,3,70,2,S,S,7000,3000,PASSENGER
2099,439,1,1,730,0.026,1,2,HBSOCREC,7,2,1,1,MD,0,1,1,5,5,2,2,2,8,62,2,C,C,7000,7000,WALK
2100,439,1,2,930,0.026,1,2,HBSOCREC,7,2,1,1,MD,0,1,1,5,5,2,2,2,8,62,2,C,C,7000,7000,WALK
2101,440,1,1,2100,0.052,1,2,HBSHOP,3,2,2,7,NY,2,2,1,5,2,1,4,1,10,29,1,U,U,30000,30000,WALK
2102,440,1,2,2106,0.052,1,2,HBSHOP,3,2,2,7,NY,2,2,1,5,2,1,4,1,10,29,1,U,U,30000,30000,WALK
2103,440,2,1,1030,4.753,16,2,HBW,3,2,2,7,NY,2,2,1,5,2,1,4,1,1,32,1,U,U,30000,30000,BUS
2104,440,2,2,1930,5.212,16,2,HBW,3,2,2,7,NY,2,2,1,5,2,1,4,1,1,32,1,U,U,30000,30000,BUS
2105,441,1,1,845,1.841,3,2,HBO,3,2,1,2,WI,0,9,2,6,3,1,3,2,5,69,2,R,T,50,300,PASSENGER
2106,441,1,2,915,1.841,3,2,HBO,3,2,1,2,WI,0,9,2,6,3,1,3,2,5,69,2,T,R,300,50,PASSENGER
2107,442,1,1,900,2.46,3,2,HBSHOP,2,2,1,1,ID,0,1,1,1,8,1,2,2,10,44,1,C,C,3000,7000,PASSENGER
2108,442,1,2,920,1.6,3,2,NHB,2,2,1,1,ID,0,1,1,1,8,1,2,2,4,44,1,C,C,7000,3000,PASSENGER
2109,442,1,3,1000,1.045,3,2,NHB,2,2,1,1,ID,0,1,1,1,8,1,2,2,3,44,1,C,C,3000,3000,PASSENGER
2110,442,1,4,1130,0.563,3,2,HBSHOP,2,2,1,1,ID,0,1,1,1,8,1,2,2,3,44,1,C,C,3000,3000,PASSENGER
2111,442,1,5,1300,2.066,3,2,HBSHOP,2,2,1,1,ID,0,1,1,1,8,1,2,2,10,44,1,C,S,3000,1500,PASSENGER
2112,442,1,6,1330,2.065,3,2,HBSHOP,2,2,1,1,ID,0,1,1,1,8,1,2,2,10,44,1,S,C,1500,3000,PASSENGER
2113,442,1,7,1900,0.483,4,2,HBSOCREC,2,2,1,1,ID,0,1,1,1,8,1,2,2,10,44,1,C,C,3000,3000,PASSENGER
2114,442,1,8,2230,0.483,4,2,HBSOCREC,2,2,1,1,ID,0,1,1,1,8,1,2,2,10,44,1,C,C,3000,3000,PASSENGER
2115,443,1,1,830,16.842,3,2,HBW,7,2,1,9,TX,1,1,1,4,7,6,3,1,1,39,2,U,C,3000,17000,DRIVE
2116,443,1,2,1407,7.126,3,2,HBSHOP,7,2,1,9,TX,1,1,1,4,7,6,3,1,3,39,2,C,S,17000,3000,DRIVE
2117,443,1,3,1503,7.053,3,2,HBSHOP,7,2,1,9,TX,1,1,1,4,7,6,3,1,3,39,2,S,C,3000,17000,DRIVE
2118,444,2,1,900,8.257,5,2,HBW,7,1,3,6,NE,2,6,4,6,4,1,3,1,1,45,1,R,C,50,7000,DRIVE
2119,444,2,2,1230,8.243,5,2,HBW,7,1,3,6,NE,2,6,4,6,4,1,3,1,1,45,1,C,R,7000,50,DRIVE
2120,445,1,1,1145,0.45,97,2,HBW,6,2,2,2,TX,1,2,2,6,7,1,2,1,1,59,2,T,T,3000,3000,OTHER
2121,445,1,2,1730,0.45,97,2,HBW,6,2,2,2,TX,1,2,2,6,7,1,2,1,1,59,2,T,T,3000,3000,OTHER
2122,445,1,3,1800,0.132,97,2,HBSHOP,6,2,2,2,TX,1,2,2,6,7,1,2,1,3,59,2,T,T,3000,3000,OTHER
2123,445,1,4,1820,0.132,97,2,HBSHOP,6,2,2,2,TX,1,2,2,6,7,1,2,1,3,59,2,T,T,3000,3000,OTHER
2124,446,1,1,900,3.602,3,2,HBSHOP,6,1,2,4,NY,1,10,1,2,2,1,2,2,3,88,1,R,R,1500,300,PASSENGER
2125,446,1,2,1000,3.602,3,2,HBSHOP,6,1,2,4,NY,1,10,1,2,2,1,2,2,3,88,1,R,R,300,1500,PASSENGER
2126,446,1,3,1230,0.556,3,1,HBO,6,1,2,4,NY,1,10,1,2,2,1,2,2,11,88,1,R,R,1500,1500,PASSENGER
2127,446,1,4,1400,0.774,3,2,HBSHOP,6,1,2,4,NY,1,10,1,2,2,1,2,2,10,88,1,R,R,1500,1500,PASSENGER
2128,446,1,5,1530,0.814,3,2,HBSHOP,6,1,2,4,NY,1,10,1,2,2,1,2,2,10,88,1,R,R,1500,1500,PASSENGER
2129,446,2,1,900,3.602,3,2,HBSHOP,6,1,2,4,NY,1,10,1,2,2,1,3,1,3,52,2,R,R,1500,300,DRIVE
2130,446,2,2,1000,3.602,3,2,HBSHOP,6,1,2,4,NY,1,10,1,2,2,1,3,1,3,52,2,R,R,300,1500,DRIVE
2131,446,2,3,1230,0.556,3,1,HBO,6,1,2,4,NY,1,10,1,2,2,1,3,1,11,52,2,R,R,1500,1500,DRIVE
2132,446,2,4,1400,0.774,3,2,HBSHOP,6,1,2,4,NY,1,10,1,2,2,1,3,1,10,52,2,R,R,1500,1500,DRIVE
2133,446,2,5,1530,0.814,3,2,HBSHOP,6,1,2,4,NY,1,10,1,2,2,1,3,1,10,52,2,R,R,1500,1500,DRIVE
2134,447,1,1,800,30.109,3,2,HBO,7,1,2,1,NC,0,5,4,6,5,4,3,2,6,30,2,R,C,300,1500,PASSENGER
2135,447,1,2,900,3.819,3,2,NHB,7,1,2,1,NC,0,5,4,6,5,4,3,2,3,30,2,C,S,1500,1500,PASSENGER
2136,447,1,3,915,31.401,3,2,HBSHOP,7,1,2,1,NC,0,5,4,6,5,4,3,2,6,30,2,S,R,1500,300,PASSENGER
2137,447,2,1,1830,17.186,3,2,HBSOCREC,7,1,2,1,NC,0,5,4,6,5,4,-1,-1,8,10,1,R,T,300,1500,PASSENGER
2138,448,1,1,728,2.367,11,2,HBW,4,2,1,4,CA,1,1,1,1,9,-7,4,1,1,24,2,C,C,7000,7000,RAIL
2139,448,1,2,1630,1.014,1,2,NHB,4,2,1,4,CA,1,1,1,1,9,-7,4,1,3,24,2,C,C,7000,7000,WALK
2140,448,1,3,1702,3.554,11,2,HBSHOP,4,2,1,4,CA,1,1,1,1,9,-7,4,1,1,24,2,C,C,7000,7000,RAIL
2141,449,1,1,825,0.135,1,2,HBSOCREC,3,2,1,4,CA,0,9,1,1,9,1,4,2,10,60,1,S,S,1500,1500,WALK
2142,449,1,2,905,0.135,1,2,HBSOCREC,3,2,1,4,CA,0,9,1,1,9,1,4,2,10,60,1,S,S,1500,1500,WALK
2143,449,1,3,1540,0.135,1,2,HBSOCREC,3,2,1,4,CA,0,9,1,1,9,1,4,2,10,60,1,S,S,1500,1500,WALK
2144,449,1,4,1640,0.135,1,2,HBSOCREC,3,2,1,4,CA,0,9,1,1,9,1,4,2,10,60,1,S,S,1500,1500,WALK
2145,450,1,1,1115,2.069,11,2,HBO,3,2,1,1,CA,0,9,2,6,9,1,3,2,4,81,2,C,C,7000,3000,RAIL
2146,450,1,2,1235,0.455,1,2,NHB,3,2,1,1,CA,0,9,2,6,9,1,3,2,3,81,2,C,C,3000,3000,WALK
2147,450,1,3,1315,0.085,1,2,NHB,3,2,1,1,CA,0,9,2,6,9,1,3,2,10,81,2,C,C,3000,3000,WALK
2148,450,1,4,1350,2.607,11,2,HBSHOP,3,2,1,1,CA,0,9,2,6,9,1,3,2,10,81,2,C,C,3000,7000,RAIL
2149,451,1,1,1515,2.888,3,2,HBSHOP,3,2,2,1,NY,1,10,1,3,2,1,2,2,4,59,1,S,S,750,750,PASSENGER
2150,451,1,2,1545,1.382,3,2,NHB,3,2,2,1,NY,1,10,1,3,2,1,2,2,4,59,1,S,C,750,3000,PASSENGER
2151,451,1,3,1630,0.88,3,2,NHB,3,2,2,1,NY,1,10,1,3,2,1,2,2,3,59,1,C,S,3000,1500,PASSENGER
